sample_id,target_q1_rad,target_q2_rad,target_q3_rad,target_q4_rad,target_q5_rad,target_q6_rad,preview_valid
370,0,1.919862177,1.221730476,-0.2617993878,-0.3490658504,-1.047197551,1
371,0,1.919862177,1.221730476,0.2617993878,-0.3490658504,-1.047197551,1
372,0,1.919862177,1.221730476,0.7853981634,-0.3490658504,-1.047197551,1
373,0,1.919862177,1.221730476,0.7853981634,0,-1.047197551,1
374,0,1.919862177,1.221730476,0.7853981634,0.3490658504,-1.047197551,1
375,0,1.919862177,1.221730476,0.2617993878,0.3490658504,-1.047197551,1
376,0,1.919862177,1.221730476,0,0.3490658504,-1.047197551,1
377,0,1.919862177,1.221730476,-0.2617993878,0.3490658504,-1.047197551,1
378,0,1.919862177,1.221730476,-0.7853981634,0,-1.047197551,1
379,0,1.919862177,1.221730476,-0.7853981634,-0.3490658504,-1.047197551,1
380,0,1.919862177,1.221730476,-0.7853981634,-0.3490658504,-0.3490658504,1
381,0,1.919862177,1.221730476,-0.7853981634,-0.3490658504,0,1
382,0,1.919862177,1.221730476,-0.7853981634,-0.3490658504,0.3490658504,1
383,0,1.919862177,1.221730476,-0.7853981634,0,0,1
384,0,1.919862177,1.221730476,-0.7853981634,0,-0.3490658504,1
385,0,1.919862177,1.221730476,-0.7853981634,0.3490658504,-0.3490658504,1
386,0,1.919862177,1.221730476,-0.7853981634,0.3490658504,0,1
387,0,1.919862177,1.221730476,-0.7853981634,0,0.3490658504,1
388,0,1.919862177,1.221730476,-0.7853981634,0.3490658504,0.3490658504,1
389,0,1.919862177,1.221730476,-0.7853981634,0,1.047197551,1
390,0,1.919862177,1.221730476,-0.7853981634,-0.3490658504,1.047197551,1
391,0,1.919862177,1.221730476,-0.2617993878,-0.3490658504,1.047197551,1
392,0,1.919862177,1.221730476,0,-0.3490658504,1.047197551,1
393,0,1.919862177,1.221730476,0.2617993878,-0.3490658504,1.047197551,1
394,0,1.919862177,1.221730476,0,0,1.047197551,1
395,0,1.919862177,1.221730476,-0.2617993878,0,1.047197551,1
396,0,1.919862177,1.221730476,-0.2617993878,0.3490658504,1.047197551,1
397,0,1.919862177,1.221730476,0,0.3490658504,1.047197551,1
398,0,1.919862177,1.221730476,0.2617993878,0.3490658504,1.047197551,1
399,0,1.919862177,1.221730476,0.2617993878,0,1.047197551,1
400,0,1.919862177,1.221730476,0.7853981634,-0.3490658504,1.047197551,1
401,0,1.919862177,1.221730476,0.7853981634,0,1.047197551,1
402,0,1.919862177,1.221730476,0.7853981634,0.3490658504,1.047197551,1
403,0,1.919862177,1.221730476,0.7853981634,0.3490658504,0.3490658504,1
404,0,1.919862177,0.5235987756,0.2617993878,-0.3490658504,-0.3490658504,1
405,0,1.221730476,1.221730476,0.2617993878,-0.3490658504,0.3490658504,1
406,0,0.5235987756,1.919862177,-0.2617993878,-0.3490658504,-0.3490658504,1
407,0,0.5235987756,1.919862177,0,-0.3490658504,-0.3490658504,1
408,0,0.5235987756,1.919862177,0.2617993878,-0.3490658504,-0.3490658504,1
409,0,0.5235987756,1.919862177,0,-0.3490658504,0,1
410,0,0.5235987756,1.919862177,-0.2617993878,-0.3490658504,0,1
411,0,0.5235987756,1.919862177,-0.2617993878,-0.3490658504,0.3490658504,1
412,0,0.5235987756,1.919862177,0,-0.3490658504,0.3490658504,1
413,0,0.5235987756,1.919862177,0.2617993878,-0.3490658504,0.3490658504,1
414,0,0.5235987756,1.919862177,0,0,0,1
415,0,0.5235987756,1.919862177,-0.2617993878,0,0,1
416,0,0.5235987756,1.919862177,-0.2617993878,0,-0.3490658504,1
417,0,0.5235987756,1.919862177,0,0,-0.3490658504,1
418,0,0.5235987756,1.919862177,0.2617993878,0,-0.3490658504,1
419,0,0.5235987756,1.919862177,0,0.3490658504,-0.3490658504,1
420,0,0.5235987756,1.919862177,-0.2617993878,0.3490658504,-0.3490658504,1
421,0,0.5235987756,1.919862177,-0.2617993878,0.3490658504,0,1
422,0,0.5235987756,1.919862177,0,0.3490658504,0,1
423,0,0.5235987756,1.919862177,0.2617993878,0.3490658504,0,1
424,0,0.5235987756,1.919862177,0,0,0.3490658504,1
425,0,0.5235987756,1.919862177,-0.2617993878,0,0.3490658504,1
426,0,0.5235987756,1.919862177,-0.2617993878,0.3490658504,0.3490658504,1
427,0,0.5235987756,1.919862177,0,0.3490658504,0.3490658504,1
428,0,0.5235987756,1.919862177,0.2617993878,0.3490658504,0.3490658504,1
429,0,0.5235987756,1.919862177,0.2617993878,0,0,1
430,0,0.5235987756,1.919862177,0.2617993878,-0.3490658504,0,1
431,0,0.5235987756,1.919862177,0.2617993878,0,0.3490658504,1
432,0,0.5235987756,1.919862177,0.7853981634,-0.3490658504,0,1
433,0,0.5235987756,1.919862177,0.7853981634,-0.3490658504,-0.3490658504,1
434,0,0.5235987756,1.919862177,0.7853981634,0,-0.3490658504,1
435,0,0.5235987756,1.919862177,0.7853981634,0,0,1
436,0,0.5235987756,1.919862177,0.7853981634,-0.3490658504,0.3490658504,1
437,0,0.5235987756,1.919862177,0.7853981634,0,0.3490658504,1
438,0,0.5235987756,1.919862177,0.7853981634,0.3490658504,0,1
439,0,0.5235987756,1.919862177,0.7853981634,0.3490658504,-0.3490658504,1
440,0,0.5235987756,1.919862177,0.2617993878,0.3490658504,-0.3490658504,1
441,0,0.5235987756,1.919862177,-0.2617993878,0,-1.047197551,1
442,0,0.5235987756,1.919862177,0,0,-1.047197551,1
443,0,0.5235987756,1.919862177,0.2617993878,0,-1.047197551,1
444,0,0.5235987756,1.919862177,0,-0.3490658504,-1.047197551,1
445,0,0.5235987756,1.919862177,-0.2617993878,-0.3490658504,-1.047197551,1
446,0,0.5235987756,1.919862177,0.2617993878,-0.3490658504,-1.047197551,1
447,0,0.5235987756,1.919862177,0.7853981634,-0.3490658504,-1.047197551,1
448,0,0.5235987756,1.919862177,0.7853981634,0,-1.047197551,1
449,0,0.5235987756,1.919862177,0.7853981634,0.3490658504,-1.047197551,1
450,0,0.5235987756,1.919862177,0.2617993878,0.3490658504,-1.047197551,1
451,0,0.5235987756,1.919862177,0,0.3490658504,-1.047197551,1
452,0,0.5235987756,1.919862177,-0.2617993878,0.3490658504,-1.047197551,1
453,0,0.5235987756,1.919862177,-0.7853981634,0,-1.047197551,1
454,0,0.5235987756,1.919862177,-0.7853981634,-0.3490658504,-1.047197551,1
455,0,0.5235987756,1.919862177,-0.7853981634,-0.3490658504,-0.3490658504,1
456,0,0.5235987756,1.919862177,-0.7853981634,-0.3490658504,0,1
457,0,0.5235987756,1.919862177,-0.7853981634,-0.3490658504,0.3490658504,1
458,0,0.5235987756,1.919862177,-0.7853981634,0,0,1
459,0,0.5235987756,1.919862177,-0.7853981634,0,-0.3490658504,1
460,0,0.5235987756,1.919862177,-0.7853981634,0.3490658504,-0.3490658504,1
461,0,0.5235987756,1.919862177,-0.7853981634,0.3490658504,0,1
462,0,0.5235987756,1.919862177,-0.7853981634,0,0.3490658504,1
463,0,0.5235987756,1.919862177,-0.7853981634,0.3490658504,0.3490658504,1
464,0,0.5235987756,1.919862177,-0.7853981634,0,1.047197551,1
465,0,0.5235987756,1.919862177,-0.7853981634,-0.3490658504,1.047197551,1
466,0,0.5235987756,1.919862177,-0.2617993878,-0.3490658504,1.047197551,1
467,0,0.5235987756,1.919862177,0,-0.3490658504,1.047197551,1
468,0,0.5235987756,1.919862177,0.2617993878,-0.3490658504,1.047197551,1
469,0,0.5235987756,1.919862177,0,0,1.047197551,1
470,0,0.5235987756,1.919862177,-0.2617993878,0,1.047197551,1
471,0,0.5235987756,1.919862177,-0.2617993878,0.3490658504,1.047197551,1
472,0,0.5235987756,1.919862177,0,0.3490658504,1.047197551,1
473,0,0.5235987756,1.919862177,0.2617993878,0.3490658504,1.047197551,1
474,0,0.5235987756,1.919862177,0.2617993878,0,1.047197551,1
475,0,0.5235987756,1.919862177,0.7853981634,-0.3490658504,1.047197551,1
476,0,0.5235987756,1.919862177,0.7853981634,0,1.047197551,1
477,0,0.5235987756,1.919862177,0.7853981634,0.3490658504,1.047197551,1
478,0,0.5235987756,1.919862177,0.7853981634,0.3490658504,0.3490658504,1
479,0,1.221730476,1.919862177,0.2617993878,-0.3490658504,-0.3490658504,1
480,0,1.221730476,1.919862177,0,-0.3490658504,-0.3490658504,1
481,0,1.221730476,1.919862177,-0.2617993878,-0.3490658504,-0.3490658504,1
482,0,1.221730476,1.919862177,-0.2617993878,-0.3490658504,0,1
483,0,1.221730476,1.919862177,0,-0.3490658504,0,1
484,0,1.221730476,1.919862177,0.2617993878,-0.3490658504,0,1
485,0,1.221730476,1.919862177,0,-0.3490658504,0.3490658504,1
486,0,1.221730476,1.919862177,-0.2617993878,-0.3490658504,0.3490658504,1
487,0,1.221730476,1.919862177,-0.2617993878,0,0,1
488,0,1.221730476,1.919862177,0,0,0,1
489,0,1.221730476,1.919862177,0.2617993878,0,0,1
490,0,1.221730476,1.919862177,0,0,-0.3490658504,1
491,0,1.221730476,1.919862177,-0.2617993878,0,-0.3490658504,1
492,0,1.221730476,1.919862177,-0.2617993878,0.3490658504,-0.3490658504,1
493,0,1.221730476,1.919862177,0,0.3490658504,-0.3490658504,1
494,0,1.221730476,1.919862177,0.2617993878,0.3490658504,-0.3490658504,1
495,0,1.221730476,1.919862177,0,0.3490658504,0,1
496,0,1.221730476,1.919862177,-0.2617993878,0.3490658504,0,1
497,0,1.221730476,1.919862177,-0.2617993878,0,0.3490658504,1
498,0,1.221730476,1.919862177,0,0,0.3490658504,1
499,0,1.221730476,1.919862177,0.2617993878,0,0.3490658504,1
500,0,1.221730476,1.919862177,0,0.3490658504,0.3490658504,1
501,0,1.221730476,1.919862177,-0.2617993878,0.3490658504,0.3490658504,1
502,0,1.221730476,1.919862177,0.2617993878,0.3490658504,0,1
503,0,1.221730476,1.919862177,0.2617993878,0,-0.3490658504,1
504,0,1.221730476,1.919862177,0.7853981634,-0.3490658504,-0.3490658504,1
505,0,1.221730476,1.919862177,0.7853981634,-0.3490658504,0,1
506,0,1.221730476,1.919862177,0.7853981634,-0.3490658504,0.3490658504,1
507,0,1.221730476,1.919862177,0.7853981634,0,0,1
508,0,1.221730476,1.919862177,0.7853981634,0,-0.3490658504,1
509,0,1.221730476,1.919862177,0.7853981634,0.3490658504,-0.3490658504,1
510,0,1.221730476,1.919862177,0.7853981634,0.3490658504,0,1
511,0,1.221730476,1.919862177,0.7853981634,0,0.3490658504,1
512,0,1.221730476,1.919862177,0.7853981634,0.3490658504,0.3490658504,1
513,0,1.221730476,1.919862177,0.2617993878,0.3490658504,0.3490658504,1
514,0,1.221730476,1.919862177,-0.2617993878,0,1.047197551,1
515,0,1.221730476,1.919862177,0,0,1.047197551,1
516,0,1.221730476,1.919862177,0.2617993878,0,1.047197551,1
517,0,1.221730476,1.919862177,0,-0.3490658504,1.047197551,1
518,0,1.221730476,1.919862177,-0.2617993878,-0.3490658504,1.047197551,1
519,0,1.221730476,1.919862177,0.2617993878,-0.3490658504,1.047197551,1
520,0,1.221730476,1.919862177,0.7853981634,-0.3490658504,1.047197551,1
521,0,1.221730476,1.919862177,0.7853981634,0,1.047197551,1
522,0,1.221730476,1.919862177,0.7853981634,0.3490658504,1.047197551,1
523,0,1.221730476,1.919862177,0.2617993878,0.3490658504,1.047197551,1
524,0,1.221730476,1.919862177,0,0.3490658504,1.047197551,1
525,0,1.221730476,1.919862177,-0.2617993878,0.3490658504,1.047197551,1
526,0,1.221730476,1.919862177,-0.7853981634,0,1.047197551,1
527,0,1.221730476,1.919862177,-0.7853981634,-0.3490658504,1.047197551,1
528,0,1.221730476,1.919862177,-0.7853981634,-0.3490658504,0.3490658504,1
529,0,1.221730476,1.919862177,-0.7853981634,-0.3490658504,0,1
530,0,1.221730476,1.919862177,-0.7853981634,-0.3490658504,-0.3490658504,1
531,0,1.221730476,1.919862177,-0.7853981634,0,-0.3490658504,1
532,0,1.221730476,1.919862177,-0.7853981634,0,0,1
533,0,1.221730476,1.919862177,-0.7853981634,0,0.3490658504,1
534,0,1.221730476,1.919862177,-0.7853981634,0.3490658504,0,1
535,0,1.221730476,1.919862177,-0.7853981634,0.3490658504,-0.3490658504,1
536,0,1.221730476,1.919862177,-0.7853981634,0,-1.047197551,1
537,0,1.221730476,1.919862177,-0.7853981634,-0.3490658504,-1.047197551,1
538,0,1.221730476,1.919862177,-0.2617993878,-0.3490658504,-1.047197551,1
539,0,1.221730476,1.919862177,0,-0.3490658504,-1.047197551,1
540,0,1.221730476,1.919862177,0.2617993878,-0.3490658504,-1.047197551,1
541,0,1.221730476,1.919862177,0,0,-1.047197551,1
542,0,1.221730476,1.919862177,-0.2617993878,0,-1.047197551,1
543,0,1.221730476,1.919862177,-0.2617993878,0.3490658504,-1.047197551,1
544,0,1.221730476,1.919862177,0,0.3490658504,-1.047197551,1
545,0,1.221730476,1.919862177,0.2617993878,0.3490658504,-1.047197551,1
546,0,1.221730476,1.919862177,0.2617993878,0,-1.047197551,1
547,0,1.221730476,1.919862177,0.7853981634,-0.3490658504,-1.047197551,1
548,0,1.221730476,1.919862177,0.7853981634,0,-1.047197551,1
549,0,1.221730476,1.919862177,0.7853981634,0.3490658504,-1.047197551,1
550,0,0.5235987756,2.617993878,0.2617993878,-0.3490658504,-1.047197551,1
551,0,0.5235987756,2.617993878,0,-0.3490658504,-1.047197551,1
552,0,0.5235987756,2.617993878,-0.2617993878,-0.3490658504,-1.047197551,1
553,0,0.5235987756,2.617993878,-0.2617993878,0,-1.047197551,1
554,0,0.5235987756,2.617993878,0,0,-1.047197551,1
555,0,0.5235987756,2.617993878,0.2617993878,0,-1.047197551,1
556,0,0.5235987756,2.617993878,0,0.3490658504,-1.047197551,1
557,0,0.5235987756,2.617993878,-0.2617993878,0.3490658504,-1.047197551,1
558,0,0.5235987756,2.617993878,0.2617993878,0.3490658504,-1.047197551,1
559,0,0.5235987756,2.617993878,0.7853981634,0,-1.047197551,1
560,0,0.5235987756,2.617993878,0.7853981634,-0.3490658504,-1.047197551,1
561,0,0.5235987756,2.617993878,0.2617993878,-0.3490658504,-0.3490658504,1
562,0,0.5235987756,2.617993878,0,-0.3490658504,-0.3490658504,1
563,0,0.5235987756,2.617993878,-0.2617993878,-0.3490658504,-0.3490658504,1
564,0,0.5235987756,2.617993878,-0.2617993878,-0.3490658504,0,1
565,0,0.5235987756,2.617993878,0,-0.3490658504,0,1
566,0,0.5235987756,2.617993878,0.2617993878,-0.3490658504,0,1
567,0,0.5235987756,2.617993878,0,-0.3490658504,0.3490658504,1
568,0,0.5235987756,2.617993878,-0.2617993878,-0.3490658504,0.3490658504,1
569,0,0.5235987756,2.617993878,-0.2617993878,0,0,1
570,0,0.5235987756,2.617993878,0,0,0,1
571,0,0.5235987756,2.617993878,0.2617993878,0,0,1
572,0,0.5235987756,2.617993878,0,0,-0.3490658504,1
573,0,0.5235987756,2.617993878,-0.2617993878,0,-0.3490658504,1
574,0,0.5235987756,2.617993878,-0.2617993878,0.3490658504,-0.3490658504,1
575,0,0.5235987756,2.617993878,0,0.3490658504,-0.3490658504,1
576,0,0.5235987756,2.617993878,0.2617993878,0.3490658504,-0.3490658504,1
577,0,0.5235987756,2.617993878,0,0.3490658504,0,1
578,0,0.5235987756,2.617993878,-0.2617993878,0.3490658504,0,1
579,0,0.5235987756,2.617993878,-0.2617993878,0,0.3490658504,1
580,0,0.5235987756,2.617993878,0,0,0.3490658504,1
581,0,0.5235987756,2.617993878,0.2617993878,0,0.3490658504,1
582,0,0.5235987756,2.617993878,0,0.3490658504,0.3490658504,1
583,0,0.5235987756,2.617993878,-0.2617993878,0.3490658504,0.3490658504,1
584,0,0.5235987756,2.617993878,0.2617993878,0.3490658504,0,1
585,0,0.5235987756,2.617993878,0.2617993878,0,-0.3490658504,1
586,0,0.5235987756,2.617993878,0.7853981634,-0.3490658504,-0.3490658504,1
587,0,0.5235987756,2.617993878,0.7853981634,-0.3490658504,0,1
588,0,0.5235987756,2.617993878,0.7853981634,-0.3490658504,0.3490658504,1
589,0,0.5235987756,2.617993878,0.7853981634,0,0,1
590,0,0.5235987756,2.617993878,0.7853981634,0,-0.3490658504,1
591,0,0.5235987756,2.617993878,0.7853981634,0.3490658504,-0.3490658504,1
592,0,0.5235987756,2.617993878,0.7853981634,0.3490658504,0,1
593,0,0.5235987756,2.617993878,0.7853981634,0,0.3490658504,1
594,0,0.5235987756,2.617993878,0.7853981634,0.3490658504,0.3490658504,1
595,0,0.5235987756,2.617993878,0.2617993878,0.3490658504,0.3490658504,1
596,0,0.5235987756,2.617993878,-0.2617993878,0,1.047197551,1
597,0,0.5235987756,2.617993878,0,0,1.047197551,1
598,0,0.5235987756,2.617993878,0.2617993878,0,1.047197551,1
599,0,0.5235987756,2.617993878,0,-0.3490658504,1.047197551,1
600,0,0.5235987756,2.617993878,-0.2617993878,-0.3490658504,1.047197551,1
601,0,0.5235987756,2.617993878,0.2617993878,-0.3490658504,1.047197551,1
602,0,0.5235987756,2.617993878,0.7853981634,-0.3490658504,1.047197551,1
603,0,0.5235987756,2.617993878,0.7853981634,0,1.047197551,1
604,0,0.5235987756,2.617993878,0.7853981634,0.3490658504,1.047197551,1
605,0,0.5235987756,2.617993878,0.2617993878,0.3490658504,1.047197551,1
606,0,0.5235987756,2.617993878,0,0.3490658504,1.047197551,1
607,0,0.5235987756,2.617993878,-0.2617993878,0.3490658504,1.047197551,1
608,0,0.5235987756,2.617993878,-0.7853981634,0,1.047197551,1
609,0,0.5235987756,2.617993878,-0.7853981634,-0.3490658504,1.047197551,1
610,0,0.5235987756,2.617993878,-0.7853981634,-0.3490658504,0.3490658504,1
611,0,0.5235987756,2.617993878,-0.7853981634,-0.3490658504,0,1
612,0,0.5235987756,2.617993878,-0.7853981634,-0.3490658504,-0.3490658504,1
613,0,0.5235987756,2.617993878,-0.7853981634,0,-0.3490658504,1
614,0,0.5235987756,2.617993878,-0.7853981634,0,0,1
615,0,0.5235987756,2.617993878,-0.7853981634,0,0.3490658504,1
616,0,0.5235987756,2.617993878,-0.7853981634,0.3490658504,0,1
617,0,0.5235987756,2.617993878,-0.7853981634,0.3490658504,-0.3490658504,1
618,0,0.5235987756,2.617993878,-0.7853981634,0,-1.047197551,1
619,0,0.5235987756,2.617993878,-0.7853981634,-0.3490658504,-1.047197551,1
620,0,0.5235987756,2.617993878,-0.7853981634,0.3490658504,-1.047197551,1
621,0,1.221730476,2.617993878,-0.7853981634,-0.3490658504,-1.047197551,1
622,0,1.221730476,2.617993878,-0.7853981634,0,-1.047197551,1
623,0,1.221730476,2.617993878,-0.7853981634,0.3490658504,-1.047197551,1
624,0,1.221730476,2.617993878,-0.2617993878,0,-1.047197551,1
625,0,1.221730476,2.617993878,0,0,-1.047197551,1
626,0,1.221730476,2.617993878,0.2617993878,0,-1.047197551,1
627,0,1.221730476,2.617993878,0,-0.3490658504,-1.047197551,1
628,0,1.221730476,2.617993878,-0.2617993878,-0.3490658504,-1.047197551,1
629,0,1.221730476,2.617993878,0.2617993878,-0.3490658504,-1.047197551,1
630,0,1.221730476,2.617993878,0.7853981634,-0.3490658504,-1.047197551,1
631,0,1.221730476,2.617993878,0.7853981634,0,-1.047197551,1
632,0,1.221730476,2.617993878,0.7853981634,0.3490658504,-1.047197551,1
633,0,1.221730476,2.617993878,0.2617993878,0.3490658504,-1.047197551,1
634,0,1.221730476,2.617993878,0,0.3490658504,-1.047197551,1
635,0,1.221730476,2.617993878,-0.2617993878,0.3490658504,-1.047197551,1
636,0,1.221730476,2.617993878,-0.7853981634,0,-0.3490658504,1
637,0,1.221730476,2.617993878,-0.7853981634,-0.3490658504,-0.3490658504,1
638,0,1.221730476,2.617993878,-0.7853981634,-0.3490658504,0,1
639,0,1.221730476,2.617993878,-0.7853981634,-0.3490658504,0.3490658504,1
640,0,1.221730476,2.617993878,-0.7853981634,0,0,1
641,0,1.221730476,2.617993878,-0.7853981634,0,0.3490658504,1
642,0,1.221730476,2.617993878,-0.7853981634,0.3490658504,0,1
643,0,1.221730476,2.617993878,-0.7853981634,0.3490658504,-0.3490658504,1
644,0,1.221730476,2.617993878,-0.2617993878,0,-0.3490658504,1
645,0,1.221730476,2.617993878,0,0,-0.3490658504,1
646,0,1.221730476,2.617993878,0.2617993878,0,-0.3490658504,1
647,0,1.221730476,2.617993878,0,-0.3490658504,-0.3490658504,1
648,0,1.221730476,2.617993878,-0.2617993878,-0.3490658504,-0.3490658504,1
649,0,1.221730476,2.617993878,-0.2617993878,-0.3490658504,0,1
650,0,1.221730476,2.617993878,0,-0.3490658504,0,1
651,0,1.221730476,2.617993878,0.2617993878,-0.3490658504,0,1
652,0,1.221730476,2.617993878,0,-0.3490658504,0.3490658504,1
653,0,1.221730476,2.617993878,-0.2617993878,-0.3490658504,0.3490658504,1
654,0,1.221730476,2.617993878,-0.2617993878,0,0,1
655,0,1.221730476,2.617993878,0,0,0,1
656,0,1.221730476,2.617993878,0.2617993878,0,0,1
657,0,1.221730476,2.617993878,0,0,0.3490658504,1
658,0,1.221730476,2.617993878,-0.2617993878,0,0.3490658504,1
659,0,1.221730476,2.617993878,-0.2617993878,0.3490658504,0,1
660,0,1.221730476,2.617993878,0,0.3490658504,0,1
661,0,1.221730476,2.617993878,0.2617993878,0.3490658504,0,1
662,0,1.221730476,2.617993878,0,0.3490658504,-0.3490658504,1
663,0,1.221730476,2.617993878,-0.2617993878,0.3490658504,-0.3490658504,1
664,0,1.221730476,2.617993878,0.2617993878,0.3490658504,-0.3490658504,1
665,0,1.221730476,2.617993878,0.7853981634,0,-0.3490658504,1
666,0,1.221730476,2.617993878,0.7853981634,-0.3490658504,-0.3490658504,1
667,0,1.221730476,2.617993878,0.7853981634,-0.3490658504,0,1
668,0,1.221730476,2.617993878,0.7853981634,-0.3490658504,0.3490658504,1
669,0,1.221730476,2.617993878,0.7853981634,0,0,1
670,0,1.221730476,2.617993878,0.7853981634,0,0.3490658504,1
671,0,1.221730476,2.617993878,0.7853981634,0.3490658504,0,1
672,0,1.221730476,2.617993878,0.7853981634,0.3490658504,-0.3490658504,1
673,0,0.5235987756,2.617993878,0.2617993878,-0.3490658504,0.3490658504,1
674,0,1.221730476,2.617993878,-0.2617993878,-0.3490658504,1.047197551,1
675,0,1.221730476,2.617993878,0,-0.3490658504,1.047197551,1
676,0,1.221730476,2.617993878,0.2617993878,-0.3490658504,1.047197551,1
677,0,1.221730476,2.617993878,0,0,1.047197551,1
678,0,1.221730476,2.617993878,-0.2617993878,0,1.047197551,1
679,0,1.221730476,2.617993878,-0.2617993878,0.3490658504,1.047197551,1
680,0,1.221730476,2.617993878,0,0.3490658504,1.047197551,1
681,0,1.221730476,2.617993878,0.2617993878,0.3490658504,1.047197551,1
682,0,1.221730476,2.617993878,0.2617993878,0,1.047197551,1
683,0,1.221730476,2.617993878,0.7853981634,-0.3490658504,1.047197551,1
684,0,1.221730476,2.617993878,0.7853981634,0,1.047197551,1
685,0,1.221730476,2.617993878,0.7853981634,0.3490658504,1.047197551,1
686,0,1.221730476,2.617993878,0.2617993878,0,0.3490658504,1
687,0,1.221730476,2.617993878,0,0.3490658504,0.3490658504,1
688,0,1.221730476,2.617993878,-0.2617993878,0.3490658504,0.3490658504,1
689,0,1.221730476,2.617993878,0.2617993878,0.3490658504,0.3490658504,1
690,0,1.221730476,2.617993878,0.7853981634,0.3490658504,0.3490658504,1
691,0,1.221730476,2.617993878,0.2617993878,-0.3490658504,-0.3490658504,1
692,0,0.5235987756,2.617993878,0.7853981634,0.3490658504,-1.047197551,1
693,0,1.221730476,1.919862177,0.2617993878,-0.3490658504,0.3490658504,1
694,0,1.221730476,2.617993878,0.2617993878,-0.3490658504,0.3490658504,1
695,0,1.919862177,1.919862177,-0.2617993878,-0.3490658504,-0.3490658504,1
696,0,1.919862177,1.919862177,0,-0.3490658504,-0.3490658504,1
697,0,1.919862177,1.919862177,0.2617993878,-0.3490658504,-0.3490658504,1
698,0,1.919862177,1.919862177,0,-0.3490658504,0,1
699,0,1.919862177,1.919862177,-0.2617993878,-0.3490658504,0,1
700,0,1.919862177,1.919862177,-0.2617993878,-0.3490658504,0.3490658504,1
701,0,1.919862177,1.919862177,0,-0.3490658504,0.3490658504,1
702,0,1.919862177,1.919862177,0.2617993878,-0.3490658504,0.3490658504,1
703,0,1.919862177,1.919862177,0,0,0,1
704,0,1.919862177,1.919862177,-0.2617993878,0,0,1
705,0,1.919862177,1.919862177,-0.2617993878,0,-0.3490658504,1
706,0,1.919862177,1.919862177,0,0,-0.3490658504,1
707,0,1.919862177,1.919862177,0.2617993878,0,-0.3490658504,1
708,0,1.919862177,1.919862177,0,0.3490658504,-0.3490658504,1
709,0,1.919862177,1.919862177,-0.2617993878,0.3490658504,-0.3490658504,1
710,0,1.919862177,1.919862177,-0.2617993878,0.3490658504,0,1
711,0,1.919862177,1.919862177,0,0.3490658504,0,1
712,0,1.919862177,1.919862177,0.2617993878,0.3490658504,0,1
713,0,1.919862177,1.919862177,0,0,0.3490658504,1
714,0,1.919862177,1.919862177,-0.2617993878,0,0.3490658504,1
715,0,1.919862177,1.919862177,-0.2617993878,0.3490658504,0.3490658504,1
716,0,1.919862177,1.919862177,0,0.3490658504,0.3490658504,1
717,0,1.919862177,1.919862177,0.2617993878,0.3490658504,0.3490658504,1
718,0,1.919862177,1.919862177,0.2617993878,0,0,1
719,0,1.919862177,1.919862177,0.2617993878,-0.3490658504,0,1
720,0,1.919862177,1.919862177,0.2617993878,0,0.3490658504,1
721,0,1.919862177,1.919862177,0.7853981634,-0.3490658504,0,1
722,0,1.919862177,1.919862177,0.7853981634,-0.3490658504,-0.3490658504,1
723,0,1.919862177,1.919862177,0.7853981634,0,-0.3490658504,1
724,0,1.919862177,1.919862177,0.7853981634,0,0,1
725,0,1.919862177,1.919862177,0.7853981634,-0.3490658504,0.3490658504,1
726,0,1.919862177,1.919862177,0.7853981634,0,0.3490658504,1
727,0,1.919862177,1.919862177,0.7853981634,0.3490658504,0,1
728,0,1.919862177,1.919862177,0.7853981634,0.3490658504,-0.3490658504,1
729,0,1.919862177,1.919862177,0.2617993878,0.3490658504,-0.3490658504,1
730,0,1.919862177,1.919862177,-0.2617993878,0,-1.047197551,1
731,0,1.919862177,1.919862177,0,0,-1.047197551,1
732,0,1.919862177,1.919862177,0.2617993878,0,-1.047197551,1
733,0,1.919862177,1.919862177,0,-0.3490658504,-1.047197551,1
734,0,1.919862177,1.919862177,-0.2617993878,-0.3490658504,-1.047197551,1
735,0,1.919862177,1.919862177,0.2617993878,-0.3490658504,-1.047197551,1
736,0,1.919862177,1.919862177,0.7853981634,-0.3490658504,-1.047197551,1
737,0,1.919862177,1.919862177,0.7853981634,0,-1.047197551,1
738,0,1.919862177,1.919862177,0.7853981634,0.3490658504,-1.047197551,1
739,0,1.919862177,1.919862177,0.2617993878,0.3490658504,-1.047197551,1
740,0,1.919862177,1.919862177,0,0.3490658504,-1.047197551,1
741,0,1.919862177,1.919862177,-0.2617993878,0.3490658504,-1.047197551,1
742,0,1.919862177,1.919862177,-0.7853981634,0,-1.047197551,1
743,0,1.919862177,1.919862177,-0.7853981634,-0.3490658504,-1.047197551,1
744,0,1.919862177,1.919862177,-0.7853981634,-0.3490658504,-0.3490658504,1
745,0,1.919862177,1.919862177,-0.7853981634,-0.3490658504,0,1
746,0,1.919862177,1.919862177,-0.7853981634,-0.3490658504,0.3490658504,1
747,0,1.919862177,1.919862177,-0.7853981634,0,0,1
748,0,1.919862177,1.919862177,-0.7853981634,0,-0.3490658504,1
749,0,1.919862177,1.919862177,-0.7853981634,0.3490658504,-0.3490658504,1
750,0,1.919862177,1.919862177,-0.7853981634,0.3490658504,0,1
751,0,1.919862177,1.919862177,-0.7853981634,0,0.3490658504,1
