sample_id,target_q1_rad,target_q2_rad,target_q3_rad,target_q4_rad,target_q5_rad,target_q6_rad,preview_valid
214,0,1.221730476,1.221730476,-0.7853981634,-0.3490658504,-1.047197551,1
215,0,1.221730476,1.221730476,-0.7853981634,0,-1.047197551,1
216,0,1.221730476,1.221730476,-0.7853981634,0.3490658504,-1.047197551,1
217,0,1.221730476,1.221730476,-0.2617993878,0,-1.047197551,1
218,0,1.221730476,1.221730476,0,0,-1.047197551,1
219,0,1.221730476,1.221730476,0.2617993878,0,-1.047197551,1
220,0,1.221730476,1.221730476,0,-0.3490658504,-1.047197551,1
221,0,1.221730476,1.221730476,-0.2617993878,-0.3490658504,-1.047197551,1
222,0,1.221730476,1.221730476,0.2617993878,-0.3490658504,-1.047197551,1
223,0,1.221730476,1.221730476,0.7853981634,-0.3490658504,-1.047197551,1
224,0,1.221730476,1.221730476,0.7853981634,0,-1.047197551,1
225,0,1.221730476,1.221730476,0.7853981634,0.3490658504,-1.047197551,1
226,0,1.221730476,1.221730476,0.2617993878,0.3490658504,-1.047197551,1
227,0,1.221730476,1.221730476,0,0.3490658504,-1.047197551,1
228,0,1.221730476,1.221730476,-0.2617993878,0.3490658504,-1.047197551,1
229,0,1.221730476,1.221730476,-0.7853981634,0,-0.3490658504,1
230,0,1.221730476,1.221730476,-0.7853981634,-0.3490658504,-0.3490658504,1
231,0,1.221730476,1.221730476,-0.7853981634,-0.3490658504,0,1
232,0,1.221730476,1.221730476,-0.7853981634,-0.3490658504,0.3490658504,1
233,0,1.221730476,1.221730476,-0.7853981634,0,0,1
234,0,1.221730476,1.221730476,-0.7853981634,0,0.3490658504,1
235,0,1.221730476,1.221730476,-0.7853981634,0.3490658504,0,1
236,0,1.221730476,1.221730476,-0.7853981634,0.3490658504,-0.3490658504,1
237,0,1.221730476,1.221730476,-0.2617993878,0,-0.3490658504,1
238,0,1.221730476,1.221730476,0,0,-0.3490658504,1
239,0,1.221730476,1.221730476,0.2617993878,0,-0.3490658504,1
240,0,1.221730476,1.221730476,0,-0.3490658504,-0.3490658504,1
241,0,1.221730476,1.221730476,-0.2617993878,-0.3490658504,-0.3490658504,1
242,0,1.221730476,1.221730476,-0.2617993878,-0.3490658504,0,1
243,0,1.221730476,1.221730476,0,-0.3490658504,0,1
244,0,1.221730476,1.221730476,0.2617993878,-0.3490658504,0,1
245,0,1.221730476,1.221730476,0,-0.3490658504,0.3490658504,1
246,0,1.221730476,1.221730476,-0.2617993878,-0.3490658504,0.3490658504,1
247,0,1.221730476,1.221730476,-0.2617993878,0,0,1
248,0,1.221730476,1.221730476,0,0,0,1
249,0,1.221730476,1.221730476,0.2617993878,0,0,1
250,0,1.221730476,1.221730476,0,0,0.3490658504,1
251,0,1.221730476,1.221730476,-0.2617993878,0,0.3490658504,1
252,0,1.221730476,1.221730476,-0.2617993878,0.3490658504,0,1
253,0,1.221730476,1.221730476,0,0.3490658504,0,1
254,0,1.221730476,1.221730476,0.2617993878,0.3490658504,0,1
255,0,1.221730476,1.221730476,0,0.3490658504,-0.3490658504,1
256,0,1.221730476,1.221730476,-0.2617993878,0.3490658504,-0.3490658504,1
257,0,1.221730476,1.221730476,0.2617993878,0.3490658504,-0.3490658504,1
258,0,1.221730476,1.221730476,0.7853981634,0,-0.3490658504,1
259,0,1.221730476,1.221730476,0.7853981634,-0.3490658504,-0.3490658504,1
260,0,1.221730476,1.221730476,0.7853981634,-0.3490658504,0,1
261,0,1.221730476,1.221730476,0.7853981634,-0.3490658504,0.3490658504,1
262,0,1.221730476,1.221730476,0.7853981634,0,0,1
263,0,1.221730476,1.221730476,0.7853981634,0,0.3490658504,1
264,0,1.221730476,1.221730476,0.7853981634,0.3490658504,0,1
265,0,1.221730476,1.221730476,0.7853981634,0.3490658504,-0.3490658504,1
266,0,0.5235987756,1.221730476,0.2617993878,-0.3490658504,0.3490658504,1
267,0,1.221730476,0.5235987756,0.2617993878,-0.3490658504,0.3490658504,1
268,0,1.221730476,1.221730476,-0.2617993878,-0.3490658504,1.047197551,1
269,0,1.221730476,1.221730476,0,-0.3490658504,1.047197551,1
270,0,1.221730476,1.221730476,0.2617993878,-0.3490658504,1.047197551,1
271,0,1.221730476,1.221730476,0,0,1.047197551,1
272,0,1.221730476,1.221730476,-0.2617993878,0,1.047197551,1
273,0,1.221730476,1.221730476,-0.2617993878,0.3490658504,1.047197551,1
